subjectIx,trial_alt,t_d,p_resp
19,SSS,-0.7070760901220053,0
19,SSS,-0.35353804506100267,0.125
19,SSS,0,0.3333333333333333
19,SSS,0.35353804506100256,0.7916666666666666
19,SSS,0.7070760901220053,1
20,SSS,-0.7070760901220053,0
20,SSS,-0.35353804506100267,0.08333333333333333
20,SSS,0,0.16666666666666666
20,SSS,0.35353804506100256,0.5
20,SSS,0.7070760901220053,0.875
21,SSS,-0.7070760901220053,0.08333333333333333
21,SSS,-0.35353804506100267,0.2916666666666667
21,SSS,0,0.9166666666666666
21,SSS,0.35353804506100256,0.9583333333333334
21,SSS,0.7070760901220053,1
22,SSS,-0.7070760901220053,0
22,SSS,-0.35353804506100267,0.041666666666666664
22,SSS,0,0.5833333333333334
22,SSS,0.35353804506100256,0.7916666666666666
22,SSS,0.7070760901220053,1
23,SSS,-0.7070760901220053,0
23,SSS,-0.35353804506100267,0.2916666666666667
23,SSS,0,0.4583333333333333
23,SSS,0.35353804506100256,0.8333333333333334
23,SSS,0.7070760901220053,0.9166666666666666
24,SSS,-0.7070760901220053,0
24,SSS,-0.35353804506100267,0.041666666666666664
24,SSS,0,0.125
24,SSS,0.35353804506100256,0.4166666666666667
24,SSS,0.7070760901220053,0.875
26,SSS,-0.7070760901220053,0.125
26,SSS,-0.35353804506100267,0.125
26,SSS,0,0.25
26,SSS,0.35353804506100256,0.5416666666666666
26,SSS,0.7070760901220053,0.9583333333333334
27,SSS,-0.7070760901220053,0
27,SSS,-0.35353804506100267,0
27,SSS,0,0.16666666666666666
27,SSS,0.35353804506100256,0.7083333333333334
27,SSS,0.7070760901220053,0.6666666666666666
28,SSS,-0.7070760901220053,0.08333333333333333
28,SSS,-0.35353804506100267,0.20833333333333334
28,SSS,0,0.5833333333333334
28,SSS,0.35353804506100256,0.7916666666666666
28,SSS,0.7070760901220053,0.7916666666666666
29,SSS,-0.7070760901220053,0.16666666666666666
29,SSS,-0.35353804506100267,0.16666666666666666
29,SSS,0,0.5416666666666666
29,SSS,0.35353804506100256,0.75
29,SSS,0.7070760901220053,0.9166666666666666
30,SSS,-0.7070760901220053,0.041666666666666664
30,SSS,-0.35353804506100267,0.08333333333333333
30,SSS,0,0.6666666666666666
30,SSS,0.35353804506100256,0.875
30,SSS,0.7070760901220053,0.9583333333333334
31,SSS,-0.7070760901220053,0
31,SSS,-0.35353804506100267,0
31,SSS,0,0.125
31,SSS,0.35353804506100256,0.7083333333333334
31,SSS,0.7070760901220053,0.9583333333333334
32,SSS,-0.7070760901220053,0
32,SSS,-0.35353804506100267,0
32,SSS,0,0.625
32,SSS,0.35353804506100256,0.9166666666666666
32,SSS,0.7070760901220053,1
33,SSS,-0.7070760901220053,0
33,SSS,-0.35353804506100267,0.125
33,SSS,0,0.4166666666666667
33,SSS,0.35353804506100256,0.75
33,SSS,0.7070760901220053,0.9583333333333334
34,SSS,-0.7070760901220053,0
34,SSS,-0.35353804506100267,0.041666666666666664
34,SSS,0,0.08333333333333333
34,SSS,0.35353804506100256,0.5
34,SSS,0.7070760901220053,0.8333333333333334
35,SSS,-0.7070760901220053,0
35,SSS,-0.35353804506100267,0.08333333333333333
35,SSS,0,0.08333333333333333
35,SSS,0.35353804506100256,0.625
35,SSS,0.7070760901220053,0.9166666666666666
