subjectIx,trial_alt,t_d,p_resp
30,SAS,-0.7070760901220053,0.041666666666666664
30,SAS,-0.35353804506100267,0.10416666666666667
30,SAS,0,0.4791666666666667
30,SAS,0.35353804506100256,0.8958333333333334
30,SAS,0.7070760901220053,0.9791666666666666
31,SAS,-0.7070760901220053,0
31,SAS,-0.35353804506100267,0.041666666666666664
31,SAS,0,0.20833333333333334
31,SAS,0.35353804506100256,0.625
31,SAS,0.7070760901220053,0.9166666666666666
32,SAS,-0.7070760901220053,0.041666666666666664
32,SAS,-0.35353804506100267,0.16666666666666666
32,SAS,0,0.5416666666666666
32,SAS,0.35353804506100256,0.9166666666666666
32,SAS,0.7070760901220053,1
33,SAS,-0.7070760901220053,0
33,SAS,-0.35353804506100267,0.08333333333333333
33,SAS,0,0.22916666666666666
33,SAS,0.35353804506100256,0.5833333333333334
33,SAS,0.7070760901220053,0.9375
34,SAS,-0.7070760901220053,0
34,SAS,-0.35353804506100267,0.041666666666666664
34,SAS,0,0.08333333333333333
34,SAS,0.35353804506100256,0.5208333333333334
34,SAS,0.7070760901220053,0.8541666666666666
35,SAS,-0.7070760901220053,0.020833333333333332
35,SAS,-0.35353804506100267,0.0625
35,SAS,0,0.125
35,SAS,0.35353804506100256,0.5416666666666666
35,SAS,0.7070760901220053,0.9791666666666666
